Key	English
Generic/TalkToWhileNotComplete_Option_002_197292	How do I make a Tin Bar?
Generic/TalkToWhileNotComplete_Option_003_197292	I'm on it.
Generic/TalkToWhileNotComplete_Response_000_000_197292	Alright then...
Generic/TalkToWhileNotComplete_Response_001_000_197292	You can craft the <itemName> at the Crafting Table in the Base Tent.
Generic/TalkToWhileNotComplete_Response_001_001_197292	You should have everything you need!
Generic/TalkToWhileNotComplete_Response_002_000_197292	Once you've got your furnace, place it somewhere outside.
Generic/TalkToWhileNotComplete_Response_002_001_197292	Then, all you have to do then is hold the <itemName> in your hands and pop it in!
Generic/TalkToWhileNotComplete_Response_002_002_197292	<haha>Oh, and you'll have to wait a bit!
Generic/TalkToWhileNotComplete_Response_003_000_197292	No worries, <PlayerName>.
Generic/TalkToWhileNotComplete_Response_003_001_197292	Just be sure to bring me the <itemName> once you have it!
Generic/TalkToWhileNotComplete_Intro_000_197294	Ah, <PlayerName> what do you think of the <itemName>?
Generic/TalkToWhileNotComplete_Intro_001_197294	I got it all set up fairly quickly, right! <haha>
Generic/TalkToWhileNotComplete_Intro_002_197294	How’d you go setting up yours?
Generic/TalkToWhileNotComplete_Option_000_197294	How do I place the tent?
Generic/TalkToWhileNotComplete_Option_001_197294	I haven't set up yet.
Generic/TalkToWhileNotComplete_Response_000_000_197294	It's actually the same way you set up the Base Tent!
Generic/TalkToWhileNotComplete_Response_000_001_197294	First select the <itemName> in your toolbelt so it’s in your hand.þ
Generic/TalkToWhileNotComplete_Response_000_002_197294	Once you use the <itemName> you’re going to have to decide where to place it.<yes>þ
Generic/TalkToWhileNotComplete_Response_000_003_197294	You’re going to need enough space for the <itemName> to be set up. The only other thing to keep in mind is that the ground needs to be flat and even. <yes>
Generic/TalkToWhileNotComplete_Response_000_004_197294	Come back and speak to me once you've got your <itemName> all set up.
Generic/TalkToWhileNotComplete_Response_001_000_197294	Come back and speak to me once you've got your <itemName> all set up.
Generic/TalkToWhileNotComplete_Intro_000_197296	Ah, <PlayerName>. Hows it going, mate? Do you have any questions?
Generic/TalkToWhileNotComplete_Option_000_197296	Tell me about the Island.
Generic/TalkToWhileNotComplete_Option_001_197296	Where do you think we should set up camp?
Generic/TalkToWhileNotComplete_Option_002_197296	How do I place the tent?
Generic/TalkToWhileNotComplete_Option_003_197296	See ya!
Generic/TalkToWhileNotComplete_Response_000_000_197296	<thinking>You see, I was actually born here on <IslandName>.
Generic/TalkToWhileNotComplete_Response_000_001_197296	<no>Back before we moved to  <SouthCity>...
Generic/TalkToWhileNotComplete_Response_000_002_197296	<thinking>Hmmm...
Generic/TalkToWhileNotComplete_Response_000_003_197296	Oh, right. Let me tell you what I remember about <IslandName>...
Generic/TalkToWhileNotComplete_Response_000_004_197296	If I remember correctly, up north you'll find a tropical climate.
Generic/TalkToWhileNotComplete_Response_000_005_197296	<thinking>To the south it can get a bit chilly, but I recall my Dad warned me about the wildlife down there…
Generic/TalkToWhileNotComplete_Response_000_006_197296	To the east and west of the island are flat open plains. The ground is nice and flat, so it would be easy to build there.
Generic/TalkToWhileNotComplete_Response_000_007_197296	The coasts are a great place for fishing year-round. So if you like throwing a line, it might be worth setting up the <itemName> near the beach.
Generic/TalkToWhileNotComplete_Response_000_008_197296	<haha>The centre of the island is a desert. It’s hot and dry there, and it’s full of bugs!
Generic/TalkToWhileNotComplete_Response_000_009_197296	<yes>But no matter where you decide we should build, being close to water is always a good idea. 
Generic/TalkToWhileNotComplete_Response_000_010_197296	So if you want to set up inland anywhere, try and do it close to a river.
Generic/TalkToWhileNotComplete_Response_000_011_197296	<haha>I feel like that’s a lot to take in. Sorry about that, <PlayerName>!
Generic/TalkToWhileNotComplete_Response_001_000_197296	It’s been a long time since I was here last! I was a little girl back then, so I’ll let you figure out how long ago that was! <shy>
Generic/TalkToWhileNotComplete_Response_001_001_197296	But I do have two places in mind that might be a good place to set up the <itemName>... <thinking>
Generic/TalkToWhileNotComplete_Response_001_002_197296	The eastern and western coasts both have plainlands that I think would make for an easy building area. <yes>
Generic/TalkToWhileNotComplete_Response_001_003_197296	The terrain there is flat and won't take too much effort to build on. Plus the climate should be good for farming most of the year. <yes>
Generic/TalkToWhileNotComplete_Response_001_004_197296	But you don’t have to listen to old <myName>!  You’re the one running around out there!þ
Generic/TalkToWhileNotComplete_Response_001_005_197296	I’m sure that wherever you decide to place the <itemName>, it will be the right place.<yes>
Generic/TalkToWhileNotComplete_Response_001_006_197296	Now if you have any other questions, just ask!
Generic/TalkToWhileNotComplete_Response_002_000_197296	Ah, good question <PlayerName>!
Generic/TalkToWhileNotComplete_Response_002_001_197296	First select the <itemName> in your toolbelt so it’s in your hand.
Generic/TalkToWhileNotComplete_Response_002_002_197296	Once you use the <itemName> you’re going to have to decide where to place it.<yes>
Generic/TalkToWhileNotComplete_Response_002_003_197296	You’re going to need enough space for the <itemName> to be set up. The only other thing to keep in mind is that the ground needs to be flat and even. <yes>
Generic/TalkToWhileNotComplete_Response_002_004_197296	If you have any other questions, please come and ask me <yes>
Generic/TalkToWhileNotComplete_Response_003_000_197296	Good luck, <PlayerName>!
Generic/TalkToWhileNotComplete_Intro_000_197298	<PlayerName>! How is the search going?
Generic/TalkToWhileNotComplete_Intro_001_197298	Have you found all those items we need?
Generic/TalkToWhileNotComplete_Option_000_197298	What do I need again?
Generic/TalkToWhileNotComplete_Option_001_197298	Where can I get a campfire?
Generic/TalkToWhileNotComplete_Option_002_197298	I want to apply for a licence.
Generic/TalkToWhileNotComplete_Option_003_197298	I'm still looking.
Generic/TalkToWhileNotComplete_Response_000_000_197298	We need <questRequiredItems>.
Generic/TalkToWhileNotComplete_Response_000_001_197298	I’ve seen <itemName> here and there on the island. It's a dark ore poking out of rocks.
Generic/TalkToWhileNotComplete_Response_000_002_197298	Your going to need a <MiningLicence> to buy a pickaxe to collect ore.
Generic/TalkToWhileNotComplete_Response_001_000_197298	You're going to need to craft a <itemName> at the crafting table in the Base Tent.
Generic/TalkToWhileNotComplete_Response_001_001_197298	Oh! And Your going to need a <MiningLicence> to buy a pickaxe to collect the stone to craft the <itemName>.
Generic/TalkToWhileNotComplete_Response_002_000_197298	Let's have a look...
Generic/TalkToWhileNotComplete_Response_003_000_197298	All right, mate. Keep your eyes peeled!
Generic/TalkToWhileNotComplete_Intro_000_197300	<PlayerName>! Have you found a place for the <itemName>?
Generic/TalkToWhileNotComplete_Option_000_197300	How do I place the deed?
Generic/TalkToWhileNotComplete_Option_001_197300	I'm still looking.
Generic/TalkToWhileNotComplete_Response_000_000_197300	Just select the <itemName> from your toolbelt. Just like you did with the tents.
Generic/TalkToWhileNotComplete_Response_000_001_197300	Oh and make sure that the ground is nice and flat or you won't be able to place it.
Generic/TalkToWhileNotComplete_Response_001_000_197300	All good, mate. Be sure to come back here once you’ve placed the <itemName>.
Generic/TalkToWhileNotComplete_Intro_000_197302	<PlayerName>. How goes the tucker hunting?
Generic/TalkToWhileNotComplete_Option_000_197302	Where can I find fruit?
Generic/TalkToWhileNotComplete_Option_001_197302	Not yet.
Generic/TalkToWhileNotComplete_Response_000_000_197302	I did see some fruit trees growing inland a bit on our ride over <IslandName>.
Generic/TalkToWhileNotComplete_Response_000_001_197302	It usually grows on smaller trees and shrubs.
Generic/TalkToWhileNotComplete_Response_000_002_197302	Just try shaking any tree you you can!
Generic/TalkToWhileNotComplete_Response_000_003_197302	If I remember correctly there are different fruits all over the island.
Generic/TalkToWhileNotComplete_Response_000_004_197302	Good luck mate, looking forward to it! <glee>
Generic/TalkToWhileNotComplete_Response_001_000_197302	That's okay!
Generic/TalkToWhileNotComplete_Response_001_001_197302	<haha>Old <myName> will be waiting here for you!
Generic/TalkToWhileNotComplete_Intro_000_197304	How goes the money making, <PlayerName>.
Generic/TalkToWhileNotComplete_Intro_001_197304	Have you earned enough to buy that <itemName> we need?
Generic/TalkToWhileNotComplete_Option_000_197304	I want to apply for a licence.
Generic/TalkToWhileNotComplete_Option_001_197304	How do I make money?
Generic/TalkToWhileNotComplete_Option_002_197304	How do I get permit points?
Generic/TalkToWhileNotComplete_Option_003_197304	Still a bit to go.
Generic/TalkToWhileNotComplete_Response_000_000_197304	Okay, here you go.
Generic/TalkToWhileNotComplete_Response_001_000_197304	<NPCName> will buy pretty much anything from you.
Generic/TalkToWhileNotComplete_Response_001_001_197304	He will most of the things you can find around the island. Fruit, rocks, wood and all sorts of things.
Generic/TalkToWhileNotComplete_Response_001_002_197304	<no>Now, you don't have to buy the <itemName> right away.
Generic/TalkToWhileNotComplete_Response_001_003_197304	<haha>Feel free to buy any tools you think might make you money even quicker!
Generic/TalkToWhileNotComplete_Response_002_000_197304	You can get <PermitPoints> by completing the daily tasks in your journal.
Generic/TalkToWhileNotComplete_Response_002_001_197304	<yes>You'll also get a big lump of points by beating one of my Dad's milestones.
Generic/TalkToWhileNotComplete_Response_002_002_197304	<proud>My Dad did a lot of different things, so you'll find there are milestones for everything!
Generic/TalkToWhileNotComplete_Response_002_003_197304	If you just go about your day doing your activites, I'm sure you'll get rewarded eventually!
Generic/TalkToWhileNotComplete_Response_003_000_197304	Keep it up, we're well on our way of making <IslandName> even better!
Npc9/AllItemsAlreadyDonated_Intro_000_197370	Oh my! It seems our museum has a <donationName> on exhibit already!
Npc9/AllItemsAlreadyDonated_Intro_001_197370	I'll just return this to you.
Npc9/NonLocalPicture_Intro_000_197454	Oh! What a wonderful photo that is!
Npc9/NonLocalPicture_Intro_001_197454	<getPhotoDetails>
Npc9/NonLocalPicture_Intro_002_197454	The photographer is very talented!
Npc6/Already Being UpgradedTent_Intro_000_201124	Wait! It looks like we're already working on your house!
Npc6/Already Being UpgradedTent_Intro_001_201124	Make sure you place all the items needed for costruction into the construction box infront of your tent.
Npc6/Already Being Upgraded_Intro_000_201664	Wait! It looks like we're already working on your house!
Npc6/Already Being Upgraded_Intro_001_201664	Make sure you place all the items needed for costruction into the construction box infront of your house.
Npc6/Already Being Upgraded_Intro_002_201664	As soon as construction is completed, we'll see what we can do to make your house bigger. <glee>
Npc9/ItemNotNeeded_Intro_000_201856	Hmmmm... The museum isn't really looking for this kind of thing.
Npc9/ItemNotNeeded_Intro_001_201856	Our collection include, fish, bugs and relics. If there are any other items you don't want, maybe consider selling them?
Npc9/ItemNotNeeded_Intro_002_201856	Thanks!
Npc6/AskAgainConvo_Intro_000_201968	Is there anything else I can do for you?
Npc6/AskAgainConvo_Option_000_201968	How's the town?
Npc6/AskAgainConvo_Option_001_201968	About my House...
Npc6/AskAgainConvo_Option_002_201968	Let's chat.
Npc6/AskAgainConvo_Option_003_201968	No thanks.
Npc6/AskAgainConvo_Response_000_000_201968	Ah! Very good!
Npc6/AskAgainConvo_Response_001_000_201968	Let's see...
Npc6/AskAgainConvo_Response_002_000_201968	Let's take a look.
Npc6/AskAgainConvo_Response_004_000_201968	Have a great day.
Generic/BuildTownOfficeComplete_Intro_000_202284	<glee>Oh, and thanks for placing the <itemName>.
Generic/BuildTownOfficeComplete_Intro_001_202284	You're a good friend, <PlayerName>.
Generic/CompleteQuest_Intro_000_202286	Ah, goodmorning <PlayerName>!
Generic/CompleteQuest_Intro_001_202286	Did you happen to see that <NPCName> has set up his tent at the Visitor's Site?
Generic/CompleteQuest_Intro_002_202286	<yes>I told him all about you and how you’ve helped us get started here.
Generic/CompleteQuest_Intro_003_202286	<haha>He sounded impressed!
Generic/CompleteQuest_Intro_004_202286	John trades all sorts of things back to <SouthCity>.
Generic/CompleteQuest_Intro_005_202286	I reckon nearly anything you can find on this island will be valuable to him.
Generic/CompleteQuest_Intro_006_202286	He’ll buy fruit, fish, bugs and even rocks! <yes>
Generic/CompleteQuest_Intro_007_202286	<NPCName> also sells a lot of useful tools.
Generic/CompleteQuest_Intro_008_202286	He’s got mining equipment, logging tools and even some fishing equipment.
Generic/CompleteQuest_Intro_009_202286	<thinking>Although, probably can't sell you a lot of tools until you have all your <Licences> in order.
Generic/CompleteQuest_Intro_010_202286	You know about <Licences>, right?
Generic/CompleteQuest_Option_000_202286	No I don’t.
Generic/CompleteQuest_Option_001_202286	Yes I do.
Generic/CompleteQuest_Response_000_000_202286	<Licences> are an old <SouthCity> idea!
Generic/CompleteQuest_Response_000_001_202286	I’ll tell you what, you didn’t need a <Licence> for anything back when I was growing up!
Generic/CompleteQuest_Response_000_002_202286	<no>But these days, you need a <Licence> for everything.
Generic/CompleteQuest_Response_000_003_202286	Luckily I’m actually an accredited <Licence> Giver! <proud>
Generic/CompleteQuest_Response_000_004_202286	If you want to apply for a <Licence> come and talk to me. <yes>
Generic/CompleteQuest_Response_000_005_202286	You’ll have to spend some <PermitPoints> to get them, but if you keep doing milestones you’ll make enough in no time.
Generic/CompleteQuest_Response_000_006_202286	As you get better at doing certain tasks, new <Licence> levels will open up too.
Generic/CompleteQuest_Response_000_007_202286	Now, let’s see if there is a <Licence> you can apply for right now...
Generic/CompleteQuest_Response_001_000_202286	That's great!
Generic/CompleteQuest_Response_001_001_202286	I’ll tell you what, you didn’t need a <Licence> for anything back when I was growing up!
Generic/CompleteQuest_Response_001_002_202286	<no>But these days, you need a <Licence> for everything.
Generic/CompleteQuest_Response_001_003_202286	Luckily I’m actually an accredited <Licence> Giver! <proud>
Generic/CompleteQuest_Response_001_004_202286	If you want to apply for a <Licence> come and talk to me. <yes>
Generic/CompleteQuest_Response_001_005_202286	You’ll have to spend some <PermitPoints> to get them, but if you keep doing milestones you’ll make enough in no time.
Generic/CompleteQuest_Response_001_006_202286	As you get better at doing certain tasks, new <Licence> levels will open up too.
Generic/CompleteQuest_Response_001_007_202286	Now, let’s see if there is a <Licence> you can apply for right now...
Generic/CompleteQuest_Intro_000_202288	<glee>Well done, <PlayerName>.
Generic/CompleteQuest_Intro_001_202288	<yes>You have proven yourself invaluable once again!
Generic/CompleteQuest_Intro_002_202288	<shocked>You're really starting to carry a lot of stuff around!
Generic/CompleteQuest_Intro_003_202288	<yes>I'll tell you what, I'll teach you how to craft a <itemName>.
Generic/CompleteQuest_Intro_004_202288	<yes>You're going to need a recipe for Nails too.
Generic/CompleteQuest_Intro_005_202288	<proud>I'll tell you what, <IslandName> is well on it's way to being a great settlement again!
Generic/CompleteQuest_Intro_006_202288	<yes>With a furnace and a table saw we can start thinking about building more permanent structures.
Generic/CompleteQuest_Intro_007_202288	I'll tell you what, we should try and get <NPCName> to set up a real shop here!
Generic/CompleteQuest_Option_000_202288	Let's do it!
Generic/CompleteQuest_Option_001_202288	How do we do that?
Generic/CompleteQuest_Response_000_000_202288	That's the spirit, <PlayerName>!
Generic/CompleteQuest_Response_000_001_202288	<yes>I reckon if we spend a bit of money at his tent, he'll see it's worth while...
Generic/CompleteQuest_Response_000_002_202288	<yes>Oh, and we should show him how friendly people are around here!
Generic/CompleteQuest_Response_000_003_202288	Why don't you ask <NPCName> if he has anything he needs done?
Generic/CompleteQuest_Response_000_004_202288	<haha>If we can prove to him that <IslandName> is a great place to move, I'm sure he'll ask to live here for good!
Generic/CompleteQuest_Response_001_000_202288	<thinking>Hmmmm....
Generic/CompleteQuest_Response_001_001_202288	<yes>I reckon if we spend a bit of money at his shop, he'll see it's worth while...
Generic/CompleteQuest_Response_001_002_202288	<yes>Oh, and we should show him how friendly people are around here!
Generic/CompleteQuest_Response_001_003_202288	Why don't you ask <NPCName> if he has anything he needs done?
Generic/CompleteQuest_Response_001_004_202288	<haha>If we can prove to him that <IslandName> is a great place to move, I'm sure he'll ask to live here for good!
Generic/CompleteQuest_Intro_000_202290	You found a good place for your tent?
Generic/CompleteQuest_Intro_001_202290	<shy>I know it's not much, but I hope you like your new home!
Generic/CompleteQuest_Intro_002_202290	I'll tell you what, you've got the "spark", <PlayerName>.
Generic/CompleteQuest_Intro_003_202290	<yes>You see, most people back in <SouthCity> are scared of leaving.
Generic/CompleteQuest_Intro_004_202290	<thinking>There is something about that place that pulls the "spark" out of people...
Generic/CompleteQuest_Intro_005_202290	<no>But I'll tell you what, we certainly aren't the first to leave!
Generic/CompleteQuest_Intro_006_202290	Have you ever heard of the traveling trader, <NPCName>?
Generic/CompleteQuest_Option_000_202290	No I haven't.
Generic/CompleteQuest_Option_001_202290	Of course I have!
Generic/CompleteQuest_Response_000_000_202290	<yes>I'll tell you what, he’s a bloody legend!
Generic/CompleteQuest_Response_000_001_202290	Rumour is that his parents acquired him by trading a set of antique cutlery!
Generic/CompleteQuest_Response_000_002_202290	<proud>Trading is in his very blood!
Generic/CompleteQuest_Response_000_003_202290	<NPCName> got in contact with me before we left <SouthCity>.
Generic/CompleteQuest_Response_000_004_202290	<pumped>He's interested in visiting with his shop here!
Generic/CompleteQuest_Response_000_005_202290	<no>I'll tell you what, we can't miss an opportunity like this!
Generic/CompleteQuest_Response_000_006_202290	<yes>I reckon we get this <itemName> ready for him.
Generic/CompleteQuest_Response_000_007_202290	<yes>That way we'll have a place ready for any visitors who come to <IslandName>.
Generic/CompleteQuest_Response_000_008_202290	I’ll let you decide where the best place for this <itemName> is.
Generic/CompleteQuest_Response_000_009_202290	<haha>Just be sure it's closeby!
Generic/CompleteQuest_Response_000_010_202290	<glee>We want visitors to feel like part of the <IslandName> community while they are here!
Generic/CompleteQuest_Response_000_011_202290	Who knows, maybe we can convince him to set up a permanent shop here!
Generic/CompleteQuest_Response_000_012_202290	<yes>Be sure to talk to me once you have placed the <itemName>.
Generic/CompleteQuest_Response_001_000_202290	<haha>Who hasn't!
Generic/CompleteQuest_Response_001_001_202290	<pumped>He's a bloody legend!
Generic/CompleteQuest_Response_001_002_202290	<proud>Trading is in his very blood!
Generic/CompleteQuest_Response_001_003_202290	<NPCName> got in contact with me before we left <SouthCity>.
Generic/CompleteQuest_Response_001_004_202290	<pumped>He's interested in visiting with his shop here!
Generic/CompleteQuest_Response_001_005_202290	<no>I'll tell you what, we can't miss an opportunity like this!
Generic/CompleteQuest_Response_001_006_202290	<yes>I reckon we get this <itemName> ready for him.
Generic/CompleteQuest_Response_001_007_202290	<yes>That way we'll have a place ready for any visitors who come to <IslandName>.
Generic/CompleteQuest_Response_001_008_202290	I’ll let you decide where the best place for this <itemName> is.
Generic/CompleteQuest_Response_001_009_202290	<haha>Just be sure it's closeby!
Generic/CompleteQuest_Response_001_010_202290	<glee>We want visitors to feel like part of the <IslandName> community while they are here!
Generic/CompleteQuest_Response_001_011_202290	Who knows, maybe we can convince him to set up a permanent shop here!
Generic/CompleteQuest_Response_001_012_202290	<yes>Be sure to talk to me once you have placed the <itemName>.
Generic/Convo_Complete_Intro_000_202292	<PlayerName>! I just heard the good news!
Generic/Convo_Complete_Intro_001_202292	<NPCName> wants us to build him a permanent store here.
Generic/Convo_Complete_Intro_002_202292	Talk to me about the town to apply for deeds!
Generic/CompleteQuest_Intro_000_202294	So, this is where you decided to build, huh?
Generic/CompleteQuest_Intro_001_202294	<glee>It’s absolutely perfect! Our new home here on <IslandName>!
Generic/CompleteQuest_Intro_002_202294	Thank you so much for setting up the Base Tent.<yes>
Generic/CompleteQuest_Intro_003_202294	Oh, and guess what? I actually have a <itemName> for you too! <haha>
Generic/CompleteQuest_Intro_004_202294	<shy>I know it's not much but it will be a place you can call home!
Generic/CompleteQuest_Intro_005_202294	Now, there is plenty of room to spread out here on <IslandName>.
Generic/CompleteQuest_Intro_006_202294	So please take your time to place your <itemName>.
Generic/CompleteQuest_Intro_007_202294	<yes>You’ll probably be visiting the Base Tent a fair bit.
Generic/CompleteQuest_Intro_008_202294	<thinking>So keep that in mind while you are looking for a spot to claim as your own.
Generic/CompleteQuest_Intro_009_202294	I’ll be inside the Base Tent getting things ready. 
Generic/CompleteQuest_Intro_010_202294	Come and speak to me once you’ve placed your <itemName>.
Generic/CompleteQuest_Intro_000_202296	Well done, <PlayerName>!
Generic/CompleteQuest_Intro_001_202296	<glee>I knew I could count on you to find everything we need!
Generic/CompleteQuest_Intro_002_202296	Here is a recipe for a <itemName>.
Generic/CompleteQuest_Intro_003_202296	Now why don't you try crafting the <itemName> at the crafting table in the base tent?þ
Generic/CompleteQuest_Intro_004_202296	<yes>Once you've crafted the <itemName>, pop it on the ground outside somewhere.
Generic/CompleteQuest_Intro_005_202296	Then, just place the ore inside of it.
Generic/CompleteQuest_Intro_006_202296	It will take a little while to do its thing, so feel free to do some other activities while it's melting.
Generic/CompleteQuest_Intro_007_202296	Bring me the Tin Bar when you're ready, okay?
Generic/AcceptDog_Intro_000_202298	Oh, so you placed the <itemName>?
Generic/AcceptDog_Intro_001_202298	What kind of dog would you like?
Generic/AcceptDog_Option_000_202298	A fancy boy!
Generic/AcceptDog_Option_001_202298	A good boy!
Generic/AcceptDog_Option_002_202298	A little boy!
Generic/AcceptDog_Option_003_202298	A loyal boy!
Generic/AcceptDog_Response_000_000_202298	Great. Lets give them a name, okay?
Generic/AcceptDog_Response_001_000_202298	Great. Lets give them a name, okay?
Generic/AcceptDog_Response_002_000_202298	Great. Lets give them a name, okay?
Generic/AcceptDog_Response_003_000_202298	Great. Lets give them a name, okay?
Generic/BuildTownOfficeComplete_Intro_000_202300	Oh, and thanks for placing the <itemName>. You're a good friend, <PlayerName>. <glee>
Generic/CompleteQuest_Intro_000_202302	So, we're all set for visitors, huh? 
Generic/CompleteQuest_Intro_001_202302	Well done <PlayerName>! 
Generic/CompleteQuest_Intro_002_202302	<pumped>We’ve only been here for a little while, but you’ve achieved so much already!
Generic/CompleteQuest_Intro_003_202302	<yes>You remind me of my father. He was born right here on <IslandName>, you know?
Generic/CompleteQuest_Intro_004_202302	<proud>He was a true blue Adventurer through and through.
Generic/CompleteQuest_Intro_005_202302	He loved doing new things and keeping track of all his milestones in his <itemName>.
Generic/CompleteQuest_Intro_006_202302	<sigh>I wanted to come here and try and meet those milestones myself.
Generic/CompleteQuest_Intro_007_202302	<no>But I’m getting a bit long in the tooth, <PlayerName>.
Generic/CompleteQuest_Intro_008_202302	<shy>Please, I want you to take his <itemName>.
Generic/CompleteQuest_Intro_009_202302	<yes>Please keep good care of it.
Generic/CompleteQuest_Intro_010_202302	This is your adventure now.
Generic/CompleteQuest_Intro_000_202304	Oh, you've found something to eat!
Generic/CompleteQuest_Intro_001_202304	<yes>Eating food will help keep your energy up!
Generic/CompleteQuest_Intro_002_202304	Here is the recipe for a <itemName>.
Generic/CompleteQuest_Intro_003_202304	I found these stones earlier so you can use these to craft your <itemName>.
Generic/CompleteQuest_Intro_004_202304	<shy>You'll have to find some wood yourself though.
Generic/CompleteQuest_Intro_005_202304	Feel free to use the crafting table in the Base Tent to craft a <itemName>.
Generic/CompleteQuest_Intro_006_202304	Take your time, <PlayerName>.
Generic/CompleteQuest_Intro_007_202304	When you are done, come and have a chat with me.
Generic/CompleteQuest_Intro_008_202304	<glee>I have a gift for you!
Generic/CompleteQuest_Intro_000_202306	Oh! So you bought the <itemName>! þ
Generic/CompleteQuest_Intro_001_202306	Well done, <PlayerName>!
Generic/CompleteQuest_Intro_002_202306	Don't you think having <NPCName> here is great?
Generic/CompleteQuest_Intro_003_202306	<thinking>If only we could  convince <NPCName> to move here permanently...
Generic/CompleteQuest_Intro_004_202306	<thinking>Hmmmm...
Generic/CompleteQuest_Intro_005_202306	<haha>Well, let's worry about getting the materials needed for a permanent building first!
Generic/CompleteQuest_Intro_006_202306	The <itemName> is a great first step!
Generic/CompleteQuest_Intro_007_202306	For now, you can have a break.
Generic/CompleteQuest_Intro_008_202306	<yes>Come back and talk to me when you are ready.
Npc6/No House_Intro_000_202934	But you don't have a house yet! If you ask my about deeds we might be able to solve that.
